name,type,lat,lng,address,phone,source,gmaps
Chit Hole Surawong,catering,13.7300773,100.5315367,"Chit Hole Surawong, 54, Surawong Road, Bang Rak District, 10500, Thailand",+66 64 954 6616,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7300773,100.5315367"
Chit Terminal,catering,13.9055362,100.5294463,"Chit Terminal, Soi Chaeng Watthana - Pak Kret 19, Khlong Kluea Subdistrict, 11120, Thailand",+66 89 799 1123,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.9055362,100.5294463"
Chitbeer,catering,13.909277,100.490859,"Chitbeer, หมู่ 1, Rob Koh Path, Ko Kret Subdistrict, 11120, Thailand",+66 89 799 1123,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.909277,100.490859"
Chyna,catering,13.7374842,100.5150735,"Chyna, 23/34-35, Mittraphap Thai-China Road, Samphanthawong District, 10100, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7374842,100.5150735"
Cinnamon Bar,catering,13.7592667,100.4979404,"Cinnamon Bar, Ram Buttri Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7592667,100.4979404"
Close Friend Ratchayo,pub,13.8277323,100.5687642,1436/16 จตุจักร,,OSM,"https://www.google.com/maps/search/?api=1&query=13.8277323,100.5687642"
Cloud9,catering,13.7242537,100.5294738,"Cloud9, Naradhiwas Rajanagarindra Road, Bang Rak District, 10500, Thailand",+66 91 889 9600,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7242537,100.5294738"
Clouds,catering,13.7332159,100.5813473,"Clouds, Soi Thong Lo 13, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7332159,100.5813473"
Club Culture,catering,13.7556631,100.5033034,"Club Culture, Soi Dannoen Klang Tai, Phra Nakhon District, 10200, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.7556631,100.5033034"
Cockatoo Ladyboy Bar,bar,13.736908,100.5625294,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.736908,100.5625294"
Cold Stone,catering,13.9040475,100.5282857,"Cold Stone, 99;99/9, Chaeng Watthana Road, Bang Talat Subdistrict, 11120, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.9040475,100.5282857"
Concept CM2,adult,13.7448744,100.534921,"Concept CM2, Novotel Way, Pathum Wan District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7448744,100.534921"
Copper,bar,13.7383517,100.5150579,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7383517,100.5150579"
Coppia,catering,13.7890764,100.4697749,"Coppia, ถนนคู่ขนานทางพิเศษประจิมรัถยา, Bang Phlat District, 10700, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7890764,100.4697749"
Core Beer,building,13.9553439,100.4834038,"Core Beer, 345, Bang Khu Wat Subdistrict, 11120, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.9553439,100.4834038"
Cosmos,catering,13.7288556,100.5321152,"Cosmos, Thanon Phat Phong 2, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7288556,100.5321152"
cotton jazz club,pub,13.7404017,100.5100563,489 yaowarat rd,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7404017,100.5100563"
Country Road,bar,13.7371121,100.5617005,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7371121,100.5617005"
Country Road,pub,13.7388542,100.5532443,คลองเตย,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7388542,100.5532443"
Cowboy2,bar,13.736926,100.5622188,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.736926,100.5622188"
Craft,catering,13.7226002,100.5194314,"Craft, 981, Si Lom Road, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7226002,100.5194314"
Craft,catering,13.7382017,100.5631864,"Craft, 16, Soi Sukhumvit 23, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7382017,100.5631864"
Craft Beer House (So good.),catering,13.776389,100.5329988,"Craft Beer House (So good.), Soi Ari Samphan 10, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.776389,100.5329988"
Craft Room Sathorn,building,13.7249736,100.5399178,"Craft Room Sathorn, Sathon Nuea Road, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7249736,100.5399178"
Crowne Royal,catering,13.7285578,100.5323752,"Crowne Royal, Thanon Phat Phong 2, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7285578,100.5323752"
Crystal Palace,bar,13.7286728,100.5321941,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7286728,100.5321941"
Cul de Sac - Thonglor Rooftop Bar,catering,13.7370049,100.5758336,"Cul de Sac - Thonglor Rooftop Bar, Soi Sukhumvit 49/11, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7370049,100.5758336"
Dark bar,adult,13.7292852,100.5860858,"Dark bar, Soi Ekkamai 10, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7292852,100.5860858"
Darkside Bar,catering,13.7337489,100.5679049,"Darkside Bar, สุขุมวิท 33/2, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7337489,100.5679049"
DC-10,bar,13.7414981,100.5533673,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7414981,100.5533673"
De Commune,adult,13.7426763,100.5856944,"De Commune, 1/F, Soi Sukhumvit 55, Vadhana District, 10110, Thailand",061-717-4365,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7426763,100.5856944"
Dean & Deluca,catering,13.6920471,100.7478016,"Dean & Deluca, ถนนสุวรรณภูมิ 5, Nong Prue Subdistrict, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.6920471,100.7478016"
Decommune,adult,13.7586989,100.5036321,"Decommune, Phra Sumen Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7586989,100.5036321"
Deja Vu,catering,13.7370945,100.5617911,"Deja Vu, 4/46, Soi Cowboy, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7370945,100.5617911"
Desi Beats,catering,13.7323773,100.5827605,"Desi Beats, Soi Thong Lo 10, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7323773,100.5827605"
Destiny,bar,13.7375297,100.588771,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7375297,100.588771"
Dirty Rabbit Hidden Bar,catering,13.7134534,100.5479576,"Dirty Rabbit Hidden Bar, Soi Yen Akat 2, Yan Nawa District, 10120, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7134534,100.5479576"
Disc and Sip,catering,13.7332503,100.5815039,"Disc and Sip, 251/1, Soi Sukhumvit 55, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7332503,100.5815039"
DJ Station,adult,13.7293495,100.5353512,"DJ Station, Soi Si Lom 2, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7293495,100.5353512"
Do Not Disturb,adult,13.7319505,100.5861009,"Do Not Disturb, Soi Ekkamai 7, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7319505,100.5861009"
Dock 13 / Sheepshank,bar,13.7636291,100.4942909,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7636291,100.4942909"
Dog Step,catering,13.7061613,100.5989824,"Dog Step, 34/1, Soi Sukhumvit 50, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7061613,100.5989824"
Dowan lobby,adult,13.7600255,100.4982761,"Dowan lobby, Tani Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7600255,100.4982761"
Down Under Bar,catering,13.741258,100.5556526,"Down Under Bar & Grill, 131/13, Soi Sukhumvit 7/1, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.741258,100.5556526"
Dr BJ's Salon,catering,13.7412464,100.5557456,"Dr BJ's Salon, 131/31, Soi Sukhumvit 7/1, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7412464,100.5557456"
Dream Pub,catering,13.7542485,100.6270479,"Dream Pub, Soi Ramkhamhaeng 24 Yaek 30, Bang Kapi District, 10241, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7542485,100.6270479"
Drop In,catering,13.7416476,100.5549188,"Drop In, Soi Sukhumvit 7, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7416476,100.5549188"
Dry Wave Cocktail Studio,catering,13.7337062,100.580674,"Dry Wave Cocktail Studio, Soi Thong Lo 13, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7337062,100.580674"
Dumbo,catering,13.7887744,100.5480264,"Dumbo, Phahon Yothin Road, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7887744,100.5480264"
Dumbo Jazz & Vinyl Bar,catering,13.7887242,100.5481379,"Dumbo Jazz & Vinyl Bar, Phahon Yothin Road, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7887242,100.5481379"
Dun Dee,catering,13.7369274,100.5621424,"Dun Dee, 4/12, Soi Cowboy, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7369274,100.5621424"
Dunkin' Donuts,catering,13.9141578,100.547747,"Dunkin' Donuts, Popular1 Road, Ban Mai Subdistrict, 11120, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.9141578,100.547747"
Eagle nest,catering,13.7452184,100.4909057,"Eagle nest, Soi Tha Tien, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7452184,100.4909057"
Echo Karaoke คาราโอเกะ บ้านกลางสวน,building,13.725579,100.7636154,"Echo Karaoke คาราโอเกะ บ้านกลางสวน, ซอยแสงภากรณ์, Lat Krabang District, 10520, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.725579,100.7636154"
Eden Club,catering,13.7410857,100.5557225,"Eden Club, Soi Sukhumvit 7/1, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7410857,100.5557225"
Eighty Five Bar & Restaurant,catering,13.7026947,100.6034534,"Eighty Five Bar & Restaurant, Sukhumvit Soi 85, Phra Khanong District, 10260, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7026947,100.6034534"
Ekamai Beer House,building,13.7234061,100.5847383,"Ekamai Beer House, Soi Ekkamai 2, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7234061,100.5847383"
Ekkamai Beer House,catering,13.723404,100.5847181,"Ekkamai Beer House, Soi Ekkamai 2, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.723404,100.5847181"
El Chiringuito,bar,13.7393763,100.5139407,221 ซอยนานา,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7393763,100.5139407"
El Tapeo,catering,13.7310067,100.5814448,"El Tapeo, Soi Sukhumvit 55, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7310067,100.5814448"
Electricblue,catering,13.7285098,100.5324353,"Electricblue, Thanon Phat Phong 2, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7285098,100.5324353"
Emmanuelle,adult,13.7767644,100.5728346,"Emmanuelle, 55, Soi Pracha Rat Bamphen 4, Din Daeng District, 10320, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7767644,100.5728346"
Empire,bar,13.7590576,100.4972639,ถนนข้าวสาร พระนคร,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7590576,100.4972639"
Erotica,catering,13.7411773,100.5533053,"Erotica, Soi Sukhumvit 4, Khlong Toei District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7411773,100.5533053"
Escobar,adult,13.7317814,100.5863837,"Escobar, Soi Sukhumvit 63, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7317814,100.5863837"
Event Space 4U,catering,13.7378633,100.5579241,"Event Space 4U, Sukhumvit Plaza, Khlong Toei District, 10110, Thailand",0958730941,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7378633,100.5579241"
Exotica Exclusive Club,nightclub,13.7298915,100.5806515,วัฒนา,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7298915,100.5806515"
F Bar,catering,13.7130038,100.5928289,"F Bar, ซอยสุขุมวิท พลัส 1, Khlong Toei District, 12060, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7130038,100.5928289"
Faraday,catering,13.9198017,100.5461596,"Faraday, Soi Chaeng Watthana - Pak Kret 39, Ban Mai Subdistrict, 11120, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.9198017,100.5461596"
Fat Cow On The Roof,catering,13.7506443,100.5466843,"Fat Cow On The Roof, 1091/236, Soi Phetchaburi 35, Ratchathewi District, 10400, Thailand",095-003-4911,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7506443,100.5466843"
Fat Gut'z,bar,13.7334408,100.5812873,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7334408,100.5812873"
Fatty's bar & dinner,catering,13.7568476,100.5588402,"Fatty's bar & dinner, Soi Pracha Songkhro 2 Yaek 8, Din Daeng District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7568476,100.5588402"
Fenny's,bar,13.7370555,100.5623295,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7370555,100.5623295"
Fetish BB,bar,13.7282616,100.5325799,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7282616,100.5325799"
Fin Bar,catering,13.7203252,100.7761371,"Fin Bar, Suvarnabhumi 4 Road, Lat Krabang District, 10520, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7203252,100.7761371"
Find the locker room,bar,13.7333861,100.5825439,406 ซอยทองหล่อ,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7333861,100.5825439"
Fitzgeralds Irish Pub,building,13.7406691,100.5528873,"Fitzgeralds Irish Pub, 12/1, Soi Sukhumvit 4, Khlong Toei District, 10110, Thailand",+66 (0)2 255-0644,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7406691,100.5528873"
Five Star,bar,13.7370989,100.5617491,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7370989,100.5617491"
Five wine bar,catering,13.7210341,100.56903,"Five wine bar, Soi Sukhumvit 26, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7210341,100.56903"
Flann O'Brien's Irish Pub,catering,13.9144587,100.548173,"Flann O'Brien's Irish Pub, Popular1 Road, Ban Mai Subdistrict, 11120, Thailand",6628334288,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.9144587,100.548173"
Flix,adult,13.7518441,100.5750562,"Flix, Royal City Avenue, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7518441,100.5750562"
Flora Dispensary (Phra Khanong),catering,13.7140488,100.59319,"Flora Dispensary (Phra Khanong), 1589, Sukhumvit Road, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7140488,100.59319"
Flora Dispensary (Sapankhwai),catering,13.7899229,100.5471208,"Flora Dispensary (Sapankhwai), 254/20, Pradiphat Road, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7899229,100.5471208"
Flow,catering,13.7449522,100.556023,"Flow, Soi Sukhumvit 11, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7449522,100.556023"
FOMO Bar,catering,13.7315935,100.5870822,"FOMO Bar, Soi Sukhumvit 63, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7315935,100.5870822"
Foo John Jazz club,building,13.7346014,100.5141978,"Foo John Jazz club, 831, Charoen Krung Road, Samphanthawong District, 10100, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7346014,100.5141978"
Fork & Cork Jazz Bar,catering,13.7288027,100.5327837,"Fork & Cork Jazz Bar, Soi Si Lom 4, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7288027,100.5327837"
Freedom Pub,catering,13.7362861,100.5982072,"Freedom Pub, Sukhumvit 71 Road, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7362861,100.5982072"
Fresh Boys,catering,13.7297844,100.5318537,"Fresh Boys, Thanon Phat Phong 2, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7297844,100.5318537"
Full Moon,catering,13.8191413,100.593211,"Full Moon, Soi Lat Phrao Wang Hin 48, Lat Phrao District, 10230, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.8191413,100.593211"
Future Factory Bangkok,catering,13.7757143,100.543048,"Future Factory Bangkok, Phahon Yothin Road, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7757143,100.543048"
G.O.D. Club,adult,13.7290498,100.5346138,"G.O.D. Club, Soi Si Lom 2/1, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7290498,100.5346138"
Gangster Bar,catering,13.7602814,100.4942681,"Gangster Bar, Soi Ram Buttri, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7602814,100.4942681"
Gazebo,bar,13.7592261,100.4953383,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7592261,100.4953383"
Gecko Bar,building,13.7618231,100.4945475,"Gecko Bar, Soi Ram Buttri, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7618231,100.4945475"
Geisha,bar,13.7411864,100.5534199,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7411864,100.5534199"
Glamour,bar,13.7287422,100.5321618,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7287422,100.5321618"
Glass Half Full Bar Yaowarat เยาวราช,catering,13.7433953,100.5050988,"Glass Half Full Bar Yaowarat เยาวราช, Soi Luan Rit, Samphanthawong District, 10100, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7433953,100.5050988"
Glow,adult,13.738672,100.563958,"Glow, Soi Sukhumvit 23, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.738672,100.563958"
GO DUNG 64,catering,13.8391602,100.5733524,"GO DUNG 64, Phahon Yothin Road, Chatuchak District, 10900, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.8391602,100.5733524"
Golden Cock,catering,13.7283302,100.5289457,"Golden Cock, Soi Naradhiwas Rajanagarindra 1, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7283302,100.5289457"
Golden Cock 2pm on,catering,13.7284335,100.5295448,"Golden Cock 2pm on, Soi Naradhiwas Rajanagarindra 1, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7284335,100.5295448"
Gosse Restaurant & Rooftop Bar,catering,13.7512906,100.572458,"Gosse Restaurant & Rooftop Bar, 99/6-9, Chaturathit Road, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7512906,100.572458"
Gossip,building,13.7346003,100.5810605,"Gossip, Soi Thong Lo 15, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7346003,100.5810605"
Grand Cafe the Green Parrot,catering,13.7340745,100.5651966,"Grand Cafe the Green Parrot, 525, Sukhumvit Road, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7340745,100.5651966"
Gun cocktails (cheap cocktails and beer),catering,13.7603994,100.4968714,"Gun cocktails (cheap cocktails and beer), Ram Buttri Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7603994,100.4968714"
Gypsy's Lips,catering,13.7601926,100.4941266,"Gypsy's Lips, Soi Ram Buttri, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7601926,100.4941266"
Hair of the Dog,catering,13.7420728,100.5491612,"Hair of the Dog, Soi Ruam Rudi, Pathum Wan District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7420728,100.5491612"
Halem,catering,13.7502536,100.5561383,"Halem, Soi Phetchaburi 39, Ratchathewi District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7502536,100.5561383"
Halleluja German Beer Garden,catering,13.7377767,100.6538064,"Halleluja German Beer Garden, Soi Sa-ngop Suk, Suan Luang District, 10250, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7377767,100.6538064"
Hanna,catering,13.7292469,100.5726563,"Hanna, 2/26, Soi Sukhumvit 41, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7292469,100.5726563"
Happening,bar,13.7264227,100.5294259,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7264227,100.5294259"
Happy bar,catering,13.759429,100.497013,"Happy bar, Khao San Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.759429,100.497013"
HAPPY FISH,catering,13.7050353,100.5022268,"HAPPY FISH, Soi Charoen Krung 74/2, Bang Kho Laem District, 10120, Thailand",+6621084498;+66830159988,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7050353,100.5022268"
Happy Monday,catering,13.7294477,100.5864881,"Happy Monday, Soi Ekkamai 10, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7294477,100.5864881"
Havana Social,catering,13.745528,100.5558713,"Havana Social, 28, Soi Sukhumvit 3, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.745528,100.5558713"
Hawana Beer Bar,bar,13.7455483,100.5560543,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7455483,100.5560543"
HE.HA.PA.MAO,bar,13.7399242,100.5139361,14 ซอยนานา ป้อมปราบศัตรูพ่าย,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7399242,100.5139361"
Healthy Bar,catering,13.7437772,100.5412634,"Healthy Bar, 496-502, Phloen Chit Road, Pathum Wan District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7437772,100.5412634"
Heaven,catering,13.7452072,100.5390491,"Heaven, 999/9, Ratchadamri Road, Pathum Wan District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7452072,100.5390491"
Heaven Rooftop Bar & Lounge,catering,13.7258491,100.5277472,"Heaven Rooftop Bar & Lounge, 43-44, Si Lom Road, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7258491,100.5277472"
Hi Class Massage,nightclub,13.777499,100.5729616,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.777499,100.5729616"
HI-SO Rooftop Bar,bar,13.726097,100.5432526,2 ถนนสาทรเหนือ,+66 2 624 0000,OSM,"https://www.google.com/maps/search/?api=1&query=13.726097,100.5432526"
Hillary 11,catering,13.7448308,100.5567285,"Hillary 11, Soi Sukhumvit 11, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7448308,100.5567285"
Hillary 2,adult,13.7406276,100.5531456,"Hillary 2, Soi Sukhumvit 4, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7406276,100.5531456"
Hillary 3 Bar,catering,13.7433763,100.5565175,"Hillary 3 Bar, Soi Sukhumvit 11, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7433763,100.5565175"
Hillary 4 Red,catering,13.7413085,100.5530355,"Hillary 4 Red, Soi Sukhumvit 4, Khlong Toei District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7413085,100.5530355"
Hippie de Bar,catering,13.7592479,100.4960533,"Hippie de Bar, Tom Yum Kung, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7592479,100.4960533"
Hlung Raak Bar (First House),catering,13.7498252,100.510211,"Hlung Raak Bar (First House), Chaloem Khet 1 Road, Pom Prap Sattru Phai District, 10100, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7498252,100.510211"
Hobb,adult,13.7509096,100.575724,"Hobb, RCA Alley, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7509096,100.575724"
hobs,catering,13.8341995,100.6118726,"hobs, Soi Prasert Manukitch 27, Lat Phrao District, 10230, Thailand",+6629070936,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.8341995,100.6118726"
HOBS (House of Beer),catering,13.7796255,100.545086,"HOBS (House of Beer), 356, Phahon Yothin Road, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7796255,100.545086"
Hobs Away,catering,13.7799401,100.5450185,"Hobs Away, Phahon Yothin Road, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7799401,100.5450185"
HOBS Iconsiam the Pleasing Taste By the River,pub,13.7266661,100.5111924,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7266661,100.5111924"
HOBS The Playhouse,catering,13.7455614,100.5383484,"HOBS The Playhouse, 999/9, Ratchadamri Road, Pathum Wan District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7455614,100.5383484"
Hoffman House,adult,13.7223496,100.7659401,"Hoffman House, Lat Krabang Road, Lat Krabang District, 10520, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7223496,100.7659401"
HoL KloM,catering,13.751671,100.532147,"HoL KloM, Phaya Thai Road, Ratchathewi District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.751671,100.532147"
